Latitude,Longitude,Altitude,MagX,MagY,MagZ,NetField,TimeStamp
71.0713502,31.618493,125.9000015258789,33.806,-21.438,-24.212,46.783,03/20/2023 18:42:45
71.0713502,31.618493,125.9000015258789,35.231,-20.689,-24.437,47.606,03/20/2023 18:42:45
71.0713502,31.618493,125.9000015258789,35.456,-21.513,-25.561,48.716,03/20/2023 18:42:45
71.0713502,31.618493,125.9000015258789,34.256,-21.213,-25.486,47.676,03/20/2023 18:42:46
71.0713502,31.618493,125.9000015258789,34.031,-21.288,-23.912,46.724,03/20/2023 18:42:46
71.0713502,31.618493,125.9000015258789,36.955,-20.614,-26.236,49.788,03/20/2023 18:42:46
71.0713502,31.618493,125.9000015258789,35.830,-21.738,-25.411,49.011,03/20/2023 18:42:46
71.0713502,31.618493,125.9000015258789,37.030,-21.213,-26.086,50.017,03/20/2023 18:42:46
71.0713502,31.618493,125.9000015258789,36.430,-20.839,-24.661,48.678,03/20/2023 18:42:47
71.0713502,31.618493,125.9000015258789,35.680,-20.988,-26.011,48.889,03/20/2023 18:42:47
71.0713502,31.618493,125.9000015258789,34.556,-20.839,-24.287,47.098,03/20/2023 18:42:47
71.0713502,31.618493,125.9000015258789,36.580,-19.939,-23.837,47.998,03/20/2023 18:42:47
71.0713502,31.618493,125.9000015258789,33.881,-20.914,-23.462,46.215,03/20/2023 18:42:47
71.0713502,31.618493,125.9000015258789,33.881,-20.614,-23.237,45.966,03/20/2023 18:42:48
71.0713502,31.618493,125.9000015258789,35.530,-20.689,-24.961,48.099,03/20/2023 18:42:48
71.0713502,31.618493,125.9000015258789,36.730,-20.914,-25.636,49.433,03/20/2023 18:42:48
71.0713502,31.618493,125.9000015258789,34.706,-19.789,-23.312,46.255,03/20/2023 18:42:48
71.0713502,31.618493,125.9000015258789,35.456,-19.939,-24.512,47.492,03/20/2023 18:42:48
71.0713502,31.618493,125.9000015258789,35.156,-19.489,-23.762,46.695,03/20/2023 18:42:49
71.0713502,31.618493,125.9000015258789,33.357,-20.914,-24.961,46.617,03/20/2023 18:42:49
71.0713502,31.618493,125.9000015258789,33.207,-21.063,-26.161,47.231,03/20/2023 18:42:49
71.0713502,31.618493,125.9000015258789,34.181,-20.389,-25.486,47.261,03/20/2023 18:42:49
71.0713502,31.618493,125.9000015258789,35.306,-20.914,-24.961,48.030,03/20/2023 18:42:49
71.0713502,31.618493,125.9000015258789,35.755,-21.138,-24.437,48.192,03/20/2023 18:42:50
71.0713502,31.618493,125.9000015258789,35.156,-20.014,-25.786,47.973,03/20/2023 18:42:50
71.0713502,31.618493,125.9000015258789,32.682,-21.813,-24.661,46.391,03/20/2023 18:42:50
71.0713502,31.618493,125.9000015258789,35.381,-20.314,-25.186,47.946,03/20/2023 18:42:50
71.0713502,31.618493,125.9000015258789,34.856,-21.513,-23.537,47.241,03/20/2023 18:42:50
71.0713502,31.618493,125.9000015258789,36.355,-21.738,-26.910,50.184,03/20/2023 18:42:51
71.0713502,31.618493,125.9000015258789,34.331,-21.588,-26.236,48.301,03/20/2023 18:42:51
71.0713502,31.618493,125.9000015258789,35.081,-20.614,-25.336,47.932,03/20/2023 18:42:51
71.0713502,31.618493,125.9000015258789,34.406,-21.738,-24.586,47.548,03/20/2023 18:42:51
71.0713502,31.618493,125.9000015258789,32.832,-20.539,-25.861,46.568,03/20/2023 18:42:51
71.0713502,31.618493,125.9000015258789,36.730,-21.513,-24.811,49.270,03/20/2023 18:42:52
71.0713502,31.618493,125.9000015258789,34.406,-21.363,-25.936,48.092,03/20/2023 18:42:52
71.0713502,31.618493,125.9000015258789,34.331,-20.914,-24.137,46.889,03/20/2023 18:42:52
71.0713502,31.618493,125.9000015258789,33.357,-20.914,-23.687,45.947,03/20/2023 18:42:52
71.0713502,31.618493,125.9000015258789,32.982,-21.438,-24.137,46.152,03/20/2023 18:42:52
71.0713502,31.618493,125.9000015258789,32.232,-21.588,-25.936,46.665,03/20/2023 18:42:52
71.0713502,31.618493,125.9000015258789,35.980,-22.188,-25.411,49.321,03/20/2023 18:42:53
71.0713502,31.618493,125.9000015258789,32.382,-20.314,-24.586,45.451,03/20/2023 18:42:53
71.0713502,31.618493,125.9000015258789,34.031,-22.038,-24.736,47.494,03/20/2023 18:42:53
71.0713502,31.618493,125.9000015258789,32.382,-22.113,-25.336,46.685,03/20/2023 18:42:53
71.0713502,31.618493,125.9000015258789,33.956,-22.563,-27.285,49.057,03/20/2023 18:42:54
71.0713502,31.618493,125.9000015258789,33.582,-20.764,-26.011,47.280,03/20/2023 18:42:54
71.0713502,31.618493,125.9000015258789,32.757,-21.438,-24.961,46.429,03/20/2023 18:42:54
71.0713502,31.618493,125.9000015258789,35.680,-22.862,-25.336,49.373,03/20/2023 18:42:54
71.0713502,31.618493,125.9000015258789,35.830,-22.787,-25.036,49.294,03/20/2023 18:42:54
71.0713502,31.618493,125.9000015258789,33.282,-22.862,-25.936,47.990,03/20/2023 18:42:54
71.0713502,31.618493,125.9000015258789,32.157,-22.188,-25.861,46.853,03/20/2023 18:42:55
71.0713502,31.618493,125.9000015258789,33.432,-22.413,-25.411,47.600,03/20/2023 18:42:55
71.0713502,31.618493,125.9000015258789,33.582,-21.663,-26.086,47.723,03/20/2023 18:42:55
71.0713502,31.618493,125.9000015258789,31.783,-21.813,-23.462,45.127,03/20/2023 18:42:55
71.0713502,31.618493,125.9000015258789,34.256,-21.963,-25.561,48.054,03/20/2023 18:42:55
71.0713502,31.618493,125.9000015258789,33.956,-22.638,-27.135,49.008,03/20/2023 18:42:56
71.0713502,31.618493,125.9000015258789,34.931,-21.588,-24.961,48.055,03/20/2023 18:42:56
71.0713502,31.618493,125.9000015258789,31.633,-22.338,-24.661,45.911,03/20/2023 18:42:56
71.0713502,31.618493,125.9000015258789,34.931,-22.338,-24.586,48.204,03/20/2023 18:42:56
71.0713502,31.618493,125.9000015258789,34.781,-22.862,-25.561,48.844,03/20/2023 18:42:56
71.0713502,31.618493,125.9000015258789,32.082,-21.813,-25.786,46.583,03/20/2023 18:42:57
71.0713502,31.618493,125.9000015258789,33.956,-22.563,-24.362,47.493,03/20/2023 18:42:57
71.0713502,31.618493,125.9000015258789,32.457,-21.063,-26.985,47.173,03/20/2023 18:42:57
71.0713502,31.618493,125.9000015258789,34.331,-22.713,-26.460,48.935,03/20/2023 18:42:57
71.0713502,31.618493,125.9000015258789,33.582,-21.663,-27.885,48.730,03/20/2023 18:42:57
71.0713502,31.618493,125.9000015258789,30.433,-22.263,-25.411,45.470,03/20/2023 18:42:58
71.0713502,31.618493,125.9000015258789,33.507,-21.513,-26.535,47.850,03/20/2023 18:42:58
71.0713502,31.618493,125.9000015258789,33.806,-21.513,-26.236,47.896,03/20/2023 18:42:58
71.0713502,31.618493,125.9000015258789,31.932,-22.338,-26.685,47.231,03/20/2023 18:42:58
71.0713502,31.618493,125.9000015258789,32.382,-23.087,-26.835,47.977,03/20/2023 18:42:58
71.0713502,31.618493,125.9000015258789,32.082,-22.787,-26.685,47.546,03/20/2023 18:42:59
71.0713502,31.618493,125.9000015258789,34.556,-23.312,-26.910,49.616,03/20/2023 18:42:59
71.0713502,31.618493,125.9000015258789,34.106,-22.862,-26.910,49.093,03/20/2023 18:42:59
71.0713502,31.618493,125.9000015258789,31.483,-20.988,-26.985,46.474,03/20/2023 18:42:59
71.0713502,31.618493,125.9000015258789,33.357,-22.113,-26.311,47.895,03/20/2023 18:42:59
71.0713502,31.618493,125.9000015258789,32.832,-21.813,-25.861,47.144,03/20/2023 18:43:00
71.0713502,31.618493,125.9000015258789,32.532,-21.963,-27.510,47.932,03/20/2023 18:43:00
71.0713502,31.618493,125.9000015258789,33.132,-21.588,-26.985,47.874,03/20/2023 18:43:00
71.0713502,31.618493,125.9000015258789,33.657,-23.087,-27.285,49.094,03/20/2023 18:43:00
71.0713502,31.618493,125.9000015258789,31.783,-21.888,-26.011,46.538,03/20/2023 18:43:00
71.0713502,31.618493,125.9000015258789,32.532,-21.738,-25.636,46.777,03/20/2023 18:43:01
71.0713502,31.618493,125.9000015258789,33.132,-21.738,-25.186,46.953,03/20/2023 18:43:01
71.0713502,31.618493,125.9000015258789,31.483,-22.413,-26.086,46.626,03/20/2023 18:43:01
71.0713502,31.618493,125.9000015258789,31.932,-23.012,-27.660,48.107,03/20/2023 18:43:01
71.0713502,31.618493,125.9000015258789,32.982,-23.387,-26.910,48.569,03/20/2023 18:43:01
71.0713502,31.618493,125.9000015258789,30.133,-23.237,-26.311,46.263,03/20/2023 18:43:02
71.0713502,31.618493,125.9000015258789,33.057,-21.438,-26.161,47.294,03/20/2023 18:43:02
71.0713502,31.618493,125.9000015258789,34.031,-22.113,-24.586,47.451,03/20/2023 18:43:02
71.0713502,31.618493,125.9000015258789,32.607,-21.813,-27.285,47.786,03/20/2023 18:43:02
71.0713502,31.618493,125.9000015258789,32.457,-23.312,-27.510,48.515,03/20/2023 18:43:02
71.0713502,31.618493,125.9000015258789,31.108,-22.563,-25.336,46.029,03/20/2023 18:43:03
71.0713502,31.618493,125.9000015258789,35.006,-22.937,-25.711,49.118,03/20/2023 18:43:03
71.0713502,31.618493,125.9000015258789,32.607,-21.963,-24.961,46.569,03/20/2023 18:43:03
71.0713502,31.618493,125.9000015258789,32.307,-24.137,-27.360,48.733,03/20/2023 18:43:03
71.0713502,31.618493,125.9000015258789,31.333,-24.586,-27.060,48.151,03/20/2023 18:43:03
71.0713502,31.618493,125.9000015258789,31.708,-23.687,-25.486,47.074,03/20/2023 18:43:04
71.0713502,31.618493,125.9000015258789,32.532,-25.411,-27.360,49.524,03/20/2023 18:43:04
71.0713502,31.618493,125.9000015258789,31.483,-22.862,-25.561,46.553,03/20/2023 18:43:04
71.0713502,31.618493,125.9000015258789,32.457,-22.638,-25.636,47.150,03/20/2023 18:43:04
71.0713502,31.618493,125.9000015258789,31.932,-21.588,-25.861,46.417,03/20/2023 18:43:04
71.0713502,31.618493,125.9000015258789,32.007,-21.288,-28.185,47.666,03/20/2023 18:43:05
71.0713502,31.618493,125.9000015258789,32.457,-21.813,-27.435,47.770,03/20/2023 18:43:05
71.0713502,31.618493,125.9000015258789,32.607,-21.738,-29.234,48.892,03/20/2023 18:43:05
71.0713502,31.618493,125.9000015258789,32.382,-21.963,-28.334,48.310,03/20/2023 18:43:05
71.0713502,31.618493,125.9000015258789,31.408,-21.363,-27.810,47.077,03/20/2023 18:43:05
71.0713502,31.618493,125.9000015258789,31.633,-22.862,-26.835,47.365,03/20/2023 18:43:06
71.0713502,31.618493,125.9000015258789,30.433,-24.212,-27.060,47.378,03/20/2023 18:43:06
71.0713502,31.618493,125.9000015258789,33.057,-21.888,-27.885,48.471,03/20/2023 18:43:06
71.0713502,31.618493,125.9000015258789,32.007,-22.563,-25.411,46.683,03/20/2023 18:43:06
71.0713502,31.618493,125.9000015258789,32.757,-23.612,-25.336,47.670,03/20/2023 18:43:06
71.0713502,31.618493,125.9000015258789,30.958,-23.387,-26.385,46.921,03/20/2023 18:43:07
71.0713502,31.618493,125.9000015258789,31.558,-23.837,-28.110,48.520,03/20/2023 18:43:07
71.0713502,31.618493,125.9000015258789,31.258,-21.063,-25.786,45.669,03/20/2023 18:43:07
71.0713502,31.618493,125.9000015258789,32.832,-21.363,-25.261,46.610,03/20/2023 18:43:07
71.0713502,31.618493,125.9000015258789,33.582,-22.038,-26.985,48.390,03/20/2023 18:43:07
71.0713502,31.618493,125.9000015258789,36.955,-22.713,-22.338,48.790,03/20/2023 18:43:08
71.0713502,31.618493,125.9000015258789,39.728,-21.813,-15.067,47.761,03/20/2023 18:43:08
71.0713502,31.618493,125.9000015258789,39.503,-23.162,-18.740,49.479,03/20/2023 18:43:08
71.0713502,31.618493,125.9000015258789,34.481,-22.038,-27.735,49.435,03/20/2023 18:43:08
71.0713502,31.618493,125.9000015258789,37.854,-22.787,-19.714,48.382,03/20/2023 18:43:08
71.0713502,31.618493,125.9000015258789,34.481,-22.862,-24.736,48.203,03/20/2023 18:43:09
71.0713502,31.618493,125.9000015258789,35.006,-22.038,-26.011,48.863,03/20/2023 18:43:09
71.0713502,31.618493,125.9000015258789,36.205,-22.413,-24.736,49.245,03/20/2023 18:43:09
71.0713502,31.618493,125.9000015258789,38.229,-22.038,-22.862,49.697,03/20/2023 18:43:09
71.0713502,31.618493,125.9000015258789,41.227,-20.389,-15.591,48.564,03/20/2023 18:43:09
71.0713502,31.618493,125.9000015258789,43.701,-19.714,-13.942,49.928,03/20/2023 18:43:10
71.0713502,31.618493,125.9000015258789,43.926,-19.414,-13.643,49.925,03/20/2023 18:43:10
71.0713502,31.618493,125.9000015258789,39.878,-21.063,-15.741,47.767,03/20/2023 18:43:10
71.0713502,31.618493,125.9000015258789,36.430,-21.888,-22.862,48.259,03/20/2023 18:43:10
71.0713502,31.618493,125.9000015258789,38.004,-23.012,-18.140,47.989,03/20/2023 18:43:10
71.0713502,31.618493,125.9000015258789,34.181,-25.336,-22.413,48.090,03/20/2023 18:43:11
71.0713502,31.618493,125.9000015258789,33.582,-25.861,-23.162,48.301,03/20/2023 18:43:11
71.0713502,31.618493,125.9000015258789,33.282,-26.610,-21.063,47.534,03/20/2023 18:43:11
71.0713502,31.618493,125.9000015258789,34.331,-26.535,-22.188,48.735,03/20/2023 18:43:11
71.0713502,31.618493,125.9000015258789,35.306,-26.460,-20.914,48.826,03/20/2023 18:43:11
71.0713502,31.618493,125.9000015258789,36.655,-25.261,-20.614,49.057,03/20/2023 18:43:12
71.0713502,31.618493,125.9000015258789,35.605,-25.261,-22.488,49.108,03/20/2023 18:43:12
71.0713502,31.618493,125.9000015258789,35.156,-25.036,-21.213,48.091,03/20/2023 18:43:12
71.0713502,31.618493,125.9000015258789,34.181,-26.460,-22.787,48.865,03/20/2023 18:43:12
71.0713502,31.618493,125.9000015258789,42.202,-22.713,-16.716,50.757,03/20/2023 18:43:12
71.0713502,31.618493,125.9000015258789,44.600,-18.440,-8.845,49.066,03/20/2023 18:43:13
71.0713502,31.618493,125.9000015258789,45.200,-17.540,-6.446,48.911,03/20/2023 18:43:13
71.0713502,31.618493,125.9000015258789,48.348,-15.666,-5.697,51.142,03/20/2023 18:43:13
71.0713502,31.618493,125.9000015258789,45.800,-15.142,-5.247,48.522,03/20/2023 18:43:13
71.0713502,31.618493,125.9000015258789,47.449,-15.816,-6.896,50.489,03/20/2023 18:43:13
71.0713502,31.618493,125.9000015258789,42.727,-17.765,-14.167,48.393,03/20/2023 18:43:14
71.0713502,31.618493,125.9000015258789,39.728,-17.016,-19.264,47.318,03/20/2023 18:43:14
71.0713502,31.618493,125.9000015258789,40.778,-17.765,-22.338,49.773,03/20/2023 18:43:14
71.0713502,31.618493,125.9000015258789,38.679,-16.716,-19.639,46.488,03/20/2023 18:43:14
71.0713502,31.618493,125.9000015258789,40.553,-17.465,-19.489,48.264,03/20/2023 18:43:14
71.0713502,31.618493,125.9000015258789,40.853,-16.491,-19.414,48.144,03/20/2023 18:43:15
71.0713502,31.618493,125.9000015258789,40.928,-17.690,-17.540,47.913,03/20/2023 18:43:15
71.0713502,31.618493,125.9000015258789,38.154,-20.839,-23.087,49.224,03/20/2023 18:43:15
71.0713502,31.618493,125.9000015258789,42.876,-20.689,-17.241,50.632,03/20/2023 18:43:15
71.0713502,31.618493,125.9000015258789,41.377,-21.888,-16.041,49.482,03/20/2023 18:43:15
71.0713502,31.618493,125.9000015258789,41.977,-22.038,-14.542,49.590,03/20/2023 18:43:16
71.0713502,31.618493,125.9000015258789,42.951,-21.813,-11.394,49.502,03/20/2023 18:43:16
71.0713502,31.618493,125.9000015258789,43.326,-21.738,-11.394,49.795,03/20/2023 18:43:16
71.0713502,31.618493,125.9000015258789,42.652,-21.963,-14.392,50.087,03/20/2023 18:43:16
71.0713502,31.618493,125.9000015258789,41.152,-20.164,-14.992,48.217,03/20/2023 18:43:16
71.0713502,31.618493,125.9000015258789,40.028,-20.314,-17.465,48.166,03/20/2023 18:43:17
71.0713502,31.618493,125.9000015258789,41.002,-20.464,-18.440,49.396,03/20/2023 18:43:17
71.0713502,31.618493,125.9000015258789,38.154,-21.363,-21.438,48.700,03/20/2023 18:43:17
71.0713502,31.618493,125.9000015258789,36.355,-22.188,-22.563,48.198,03/20/2023 18:43:17
71.0713502,31.618493,125.9000015258789,36.730,-20.839,-24.736,48.941,03/20/2023 18:43:17
71.0713502,31.618493,125.9000015258789,35.381,-20.539,-24.287,47.576,03/20/2023 18:43:18
71.0713502,31.618493,125.9000015258789,34.631,-19.189,-22.937,45.757,03/20/2023 18:43:18
71.0713502,31.618493,125.9000015258789,37.779,-19.564,-25.186,49.441,03/20/2023 18:43:18
71.0713502,31.618493,125.9000015258789,29.909,-18.890,-29.384,45.986,03/20/2023 18:43:18
71.0713502,31.618493,125.9000015258789,26.685,-21.438,-30.808,46.053,03/20/2023 18:43:18
71.0713502,31.618493,125.9000015258789,28.110,-21.288,-31.183,47.071,03/20/2023 18:43:19
71.0713502,31.618493,125.9000015258789,27.810,-22.638,-31.483,47.718,03/20/2023 18:43:19
71.0713502,31.618493,125.9000015258789,26.535,-22.113,-31.633,46.837,03/20/2023 18:43:19
71.0713502,31.618493,125.9000015258789,27.060,-21.213,-32.007,46.976,03/20/2023 18:43:19
71.0713502,31.618493,125.9000015258789,26.985,-20.689,-31.857,46.595,03/20/2023 18:43:19
71.0713502,31.618493,125.9000015258789,26.535,-21.588,-32.307,47.052,03/20/2023 18:43:20
71.0713502,31.618493,125.9000015258789,28.035,-23.387,-30.883,47.819,03/20/2023 18:43:20
71.0713502,31.618493,125.9000015258789,24.512,-20.914,-32.232,45.575,03/20/2023 18:43:20
71.0713502,31.618493,125.9000015258789,26.011,-23.162,-30.658,46.400,03/20/2023 18:43:20
71.0713502,31.618493,125.9000015258789,25.711,-23.237,-30.733,46.320,03/20/2023 18:43:20
71.0713502,31.618493,125.9000015258789,26.535,-22.263,-31.333,46.707,03/20/2023 18:43:21
71.0713502,31.618493,125.9000015258789,25.561,-25.186,-31.183,47.540,03/20/2023 18:43:21
71.0713502,31.618493,125.9000015258789,26.535,-25.636,-29.084,46.981,03/20/2023 18:43:21
71.0713502,31.618493,125.9000015258789,29.084,-24.661,-26.610,46.499,03/20/2023 18:43:21
71.0713502,31.618493,125.9000015258789,30.058,-24.362,-24.586,45.842,03/20/2023 18:43:21
71.0713502,31.618493,125.9000015258789,31.333,-23.987,-24.287,46.335,03/20/2023 18:43:22
71.0713502,31.618493,125.9000015258789,31.033,-23.987,-24.062,46.015,03/20/2023 18:43:22
71.0713502,31.618493,125.9000015258789,31.633,-24.886,-25.336,47.559,03/20/2023 18:43:22
71.0713502,31.618493,125.9000015258789,30.658,-23.237,-27.810,47.469,03/20/2023 18:43:22
71.0713502,31.618493,125.9000015258789,31.108,-23.912,-27.885,48.136,03/20/2023 18:43:22
71.0713502,31.618493,125.9000015258789,32.607,-23.312,-26.685,48.154,03/20/2023 18:43:23
71.0713502,31.618493,125.9000015258789,35.755,-21.438,-21.663,46.982,03/20/2023 18:43:23
71.0713502,31.618493,125.9000015258789,38.229,-22.338,-18.665,48.050,03/20/2023 18:43:23
71.0713502,31.618493,125.9000015258789,41.527,-22.713,-14.317,49.450,03/20/2023 18:43:23
71.0713502,31.618493,125.9000015258789,40.103,-22.713,-16.791,49.051,03/20/2023 18:43:23
71.0713502,31.618493,125.9000015258789,35.231,-23.987,-21.138,47.575,03/20/2023 18:43:24
71.0713502,31.618493,125.9000015258789,33.956,-24.212,-21.513,46.926,03/20/2023 18:43:24
71.0713502,31.618493,125.9000015258789,33.657,-24.287,-23.762,47.825,03/20/2023 18:43:24
71.0713502,31.618493,125.9000015258789,32.757,-24.062,-25.336,47.895,03/20/2023 18:43:24
71.0713502,31.618493,125.9000015258789,30.508,-25.186,-23.987,46.265,03/20/2023 18:43:24
71.0713502,31.618493,125.9000015258789,31.857,-22.713,-26.535,47.275,03/20/2023 18:43:25
71.0713502,31.618493,125.9000015258789,34.706,-23.462,-24.137,48.348,03/20/2023 18:43:25
71.0713502,31.618493,125.9000015258789,32.382,-23.912,-27.810,48.926,03/20/2023 18:43:25
71.0713502,31.618493,125.9000015258789,29.009,-22.937,-31.333,48.471,03/20/2023 18:43:25
71.0713502,31.618493,125.9000015258789,33.057,-23.387,-27.360,48.870,03/20/2023 18:43:25
71.0713502,31.618493,125.9000015258789,35.381,-22.338,-24.062,48.267,03/20/2023 18:43:26
71.0713502,31.618493,125.9000015258789,38.079,-22.263,-19.639,48.284,03/20/2023 18:43:26
71.0713502,31.618493,125.9000015258789,38.679,-22.563,-15.816,47.490,03/20/2023 18:43:26
71.0713502,31.618493,125.9000015258789,35.081,-22.413,-22.713,47.422,03/20/2023 18:43:26
71.0713502,31.618493,125.9000015258789,35.156,-22.038,-21.288,46.635,03/20/2023 18:43:26
71.0713502,31.618493,125.9000015258789,33.956,-23.387,-24.137,47.776,03/20/2023 18:43:27
71.0713502,31.618493,125.9000015258789,33.731,-23.762,-23.162,47.317,03/20/2023 18:43:27
71.0713502,31.618493,125.9000015258789,33.731,-21.963,-24.362,47.050,03/20/2023 18:43:27
71.0713502,31.618493,125.9000015258789,33.582,-22.638,-24.961,47.574,03/20/2023 18:43:27
71.0713502,31.618493,125.9000015258789,33.507,-23.987,-26.236,48.850,03/20/2023 18:43:27
71.0713502,31.618493,125.9000015258789,31.183,-23.537,-28.859,48.572,03/20/2023 18:43:28
71.0713502,31.618493,125.9000015258789,32.982,-23.237,-26.760,48.414,03/20/2023 18:43:28
71.0713502,31.618493,125.9000015258789,37.255,-21.588,-20.014,47.482,03/20/2023 18:43:28
71.0713502,31.618493,125.9000015258789,39.803,-21.138,-13.043,46.917,03/20/2023 18:43:28
71.0713502,31.618493,125.9000015258789,40.928,-22.113,-17.915,49.850,03/20/2023 18:43:28
71.0713502,31.618493,125.9000015258789,36.730,-21.663,-19.639,46.947,03/20/2023 18:43:29
71.0713502,31.618493,125.9000015258789,37.929,-20.689,-18.590,47.034,03/20/2023 18:43:29
71.0713502,31.618493,125.9000015258789,35.905,-21.213,-21.813,47.064,03/20/2023 18:43:29
71.0713502,31.618493,125.9000015258789,36.430,-22.038,-23.537,48.650,03/20/2023 18:43:29
71.0713502,31.618493,125.9000015258789,35.006,-21.813,-23.537,47.489,03/20/2023 18:43:29
71.0713502,31.618493,125.9000015258789,34.256,-20.988,-23.162,46.373,03/20/2023 18:43:30
71.0713502,31.618493,125.9000015258789,34.481,-22.563,-24.886,48.139,03/20/2023 18:43:30
71.0713502,31.618493,125.9000015258789,32.832,-22.188,-24.586,46.634,03/20/2023 18:43:30
71.0713502,31.618493,125.9000015258789,35.381,-22.038,-24.212,48.204,03/20/2023 18:43:30
71.0713502,31.618493,125.9000015258789,33.507,-22.413,-24.736,47.296,03/20/2023 18:43:30
71.0713502,31.618493,125.9000015258789,32.982,-22.937,-24.437,47.022,03/20/2023 18:43:31
71.0713502,31.618493,125.9000015258789,32.682,-22.563,-24.661,46.748,03/20/2023 18:43:31
71.0713502,31.618493,125.9000015258789,33.956,-21.963,-25.861,48.002,03/20/2023 18:43:31
71.0713502,31.618493,125.9000015258789,32.682,-20.239,-26.535,46.710,03/20/2023 18:43:31
71.0713502,31.618493,125.9000015258789,31.483,-20.164,-25.486,45.247,03/20/2023 18:43:31
71.0713502,31.618493,125.9000015258789,31.333,-20.089,-25.411,45.067,03/20/2023 18:43:32
71.0713502,31.618493,125.9000015258789,32.457,-21.888,-27.435,47.804,03/20/2023 18:43:32
71.0713502,31.618493,125.9000015258789,32.757,-21.288,-26.835,47.396,03/20/2023 18:43:32
71.0713502,31.618493,125.9000015258789,32.757,-21.663,-27.435,47.906,03/20/2023 18:43:32
71.0713502,31.618493,125.9000015258789,32.907,-22.862,-27.060,48.351,03/20/2023 18:43:32
71.0713502,31.618493,125.9000015258789,33.507,-22.713,-26.161,48.197,03/20/2023 18:43:33
71.0713502,31.618493,125.9000015258789,33.207,-21.438,-25.186,46.868,03/20/2023 18:43:33
71.0713502,31.618493,125.9000015258789,32.982,-21.438,-24.961,46.588,03/20/2023 18:43:33
71.0713502,31.618493,125.9000015258789,33.132,-22.263,-26.835,48.099,03/20/2023 18:43:33
71.0713502,31.618493,125.9000015258789,31.857,-22.263,-26.161,46.850,03/20/2023 18:43:33
71.0713502,31.618493,125.9000015258789,32.532,-21.288,-26.685,47.155,03/20/2023 18:43:34
71.0713502,31.618493,125.9000015258789,32.457,-21.138,-27.210,47.336,03/20/2023 18:43:34
71.0713502,31.618493,125.9000015258789,33.282,-19.564,-26.760,46.974,03/20/2023 18:43:34
71.0713502,31.618493,125.9000015258789,33.207,-21.663,-26.460,47.667,03/20/2023 18:43:34
71.0713502,31.618493,125.9000015258789,31.708,-19.489,-26.385,45.622,03/20/2023 18:43:34
71.0713502,31.618493,125.9000015258789,32.907,-21.438,-28.634,48.604,03/20/2023 18:43:35
71.0713502,31.618493,125.9000015258789,34.706,-20.764,-26.910,48.578,03/20/2023 18:43:35
71.0713502,31.618493,125.9000015258789,32.157,-20.464,-26.610,46.486,03/20/2023 18:43:35
71.0713502,31.618493,125.9000015258789,32.457,-19.789,-27.885,47.145,03/20/2023 18:43:35
71.0713502,31.618493,125.9000015258789,32.382,-20.164,-28.035,47.341,03/20/2023 18:43:35
71.0713502,31.618493,125.9000015258789,31.483,-22.113,-28.259,47.736,03/20/2023 18:43:36
71.0713502,31.618493,125.9000015258789,32.157,-20.914,-26.236,46.473,03/20/2023 18:43:36
71.0713502,31.618493,125.9000015258789,32.982,-21.738,-26.910,47.797,03/20/2023 18:43:36
71.0713502,31.618493,125.9000015258789,33.282,-19.639,-27.510,47.436,03/20/2023 18:43:36
71.0713502,31.618493,125.9000015258789,32.982,-20.014,-27.285,47.253,03/20/2023 18:43:36
71.0713502,31.618493,125.9000015258789,32.457,-19.489,-27.210,46.623,03/20/2023 18:43:37
71.0713502,31.618493,125.9000015258789,32.757,-20.164,-27.285,47.160,03/20/2023 18:43:37
71.0713502,31.618493,125.9000015258789,33.132,-20.839,-27.210,47.669,03/20/2023 18:43:37
71.0713502,31.618493,125.9000015258789,33.207,-22.188,-24.961,47.096,03/20/2023 18:43:37
71.0713502,31.618493,125.9000015258789,32.457,-21.588,-24.736,46.167,03/20/2023 18:43:37
71.0713502,31.618493,125.9000015258789,33.956,-21.513,-26.460,48.125,03/20/2023 18:43:38
71.0713502,31.618493,125.9000015258789,33.507,-19.564,-25.636,46.504,03/20/2023 18:43:38
71.0713502,31.618493,125.9000015258789,32.907,-19.789,-26.011,46.379,03/20/2023 18:43:38
71.0713502,31.618493,125.9000015258789,32.232,-20.988,-26.385,46.644,03/20/2023 18:43:38
71.0713502,31.618493,125.9000015258789,34.181,-20.839,-25.261,47.336,03/20/2023 18:43:38
71.0713502,31.618493,125.9000015258789,33.357,-20.764,-27.060,47.708,03/20/2023 18:43:39
71.0713502,31.618493,125.9000015258789,34.331,-21.438,-25.861,48.031,03/20/2023 18:43:39
71.0713502,31.618493,125.9000015258789,31.258,-20.839,-27.510,46.563,03/20/2023 18:43:39
71.0713502,31.618493,125.9000015258789,34.481,-21.063,-27.135,48.672,03/20/2023 18:43:39
71.0713502,31.618493,125.9000015258789,32.757,-20.089,-26.460,46.656,03/20/2023 18:43:39
71.0713502,31.618493,125.9000015258789,32.832,-20.239,-27.060,47.115,03/20/2023 18:43:40
71.0713502,31.618493,125.9000015258789,33.207,-22.038,-28.484,48.987,03/20/2023 18:43:40
71.0713502,31.618493,125.9000015258789,33.507,-19.789,-27.360,47.570,03/20/2023 18:43:40
71.0713502,31.618493,125.9000015258789,33.282,-20.089,-26.236,46.899,03/20/2023 18:43:40
71.0713502,31.618493,125.9000015258789,31.708,-21.213,-27.435,46.990,03/20/2023 18:43:40
